Ime,Kraj,Leto,Moc [kW],Regija
Samooskrba,Cerklje na Gorenjskem,2017,10.83,Gorenjska
Samooskrba,Sovodenj,2017,5,Gorenjska
Samooskrba,Kranj,2017,7,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2017,3,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2017,7,Gorenjska
Samooskrba,Žirovnica,2017,5,Gorenjska
Samooskrba,Žirovnica,2017,8.8,Gorenjska
Samooskrba,Kranj,2017,11,Gorenjska
Samooskrba,Kranj,2017,9,Gorenjska
Samooskrba,Kranj,2017,10,Gorenjska
Samooskrba,Naklo,2017,11,Gorenjska
Samooskrba,Preddvor,2017,6.36,Gorenjska
Samooskrba,Kranj,2017,10.83,Gorenjska
Samooskrba,Škofja Loka,2017,11,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2017,11,Gorenjska
Samooskrba,Škofja Loka,2017,11,Gorenjska
Samooskrba,Preddvor,2017,7,Gorenjska
Samooskrba,Šenčur,2017,8.6,Gorenjska
Samooskrba,Šenčur,2017,6,Gorenjska
Samooskrba,Poljane nad Škofjo Loko,2017,10.92,Gorenjska
Samooskrba,Sovodenj,2017,9,Gorenjska
Samooskrba,Žabnica,2017,11,Gorenjska
Samooskrba,Žirovnica,2017,9,Gorenjska
Samooskrba,Kamna Gorica,2017,5.72,Gorenjska
Samooskrba,Škofja Loka,2017,11,Gorenjska
Samooskrba,Kranj,2017,10.71,Gorenjska
Samooskrba,Preddvor,2017,7.8,Gorenjska
Samooskrba,Kamna Gorica,2017,9.72,Gorenjska
Samooskrba,Žirovnica,2017,7.95,Gorenjska
Samooskrba,Zgornja Besnica,2017,10,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2017,6.84,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2017,11,Gorenjska
Samooskrba,Žirovnica,2017,10.5,Gorenjska
Samooskrba,Mojstrana,2017,1.25,Gorenjska
Samooskrba,Škofja Loka,2017,7.8,Gorenjska
Samooskrba,Žirovnica,2017,7.98,Gorenjska
Samooskrba,Tržič,2017,9.98,Gorenjska
Samooskrba,Radovljica,2017,6.27,Gorenjska
Samooskrba,Bled,2017,11,Gorenjska
Samooskrba,Jesenice,2017,10.83,Gorenjska
Samooskrba,Žirovnica,2017,7.13,Gorenjska
Samooskrba,Šenčur,2017,8.84,Gorenjska
Samooskrba,Škofja Loka,2017,4,Gorenjska
Samooskrba,Jesenice,2017,9.12,Gorenjska
Samooskrba,Radovljica,2017,8.55,Gorenjska
Samooskrba,Žirovnica,2017,0.25,Gorenjska
Samooskrba,Škofja Loka,2017,9.5,Gorenjska
Samooskrba,Žabnica,2017,10,Gorenjska
Samooskrba,Bohinjska Bistrica,2017,10.83,Gorenjska
Samooskrba,Škofja Loka,2017,8,Gorenjska
Samooskrba,Podnart,2017,10.83,Gorenjska
Samooskrba,Železniki,2017,9,Gorenjska
Samooskrba,Kranj,2017,10,Gorenjska
Samooskrba,Jesenice,2017,5.99,Gorenjska
Samooskrba,Škofja Loka,2017,6.27,Gorenjska
Samooskrba,Škofja Loka,2017,9,Gorenjska
Samooskrba,Srednja vas v Bohinju,2017,10.83,Gorenjska
Samooskrba,Škofja Loka,2017,4.7,Gorenjska
Samooskrba,Kranj,2018,11,Gorenjska
Samooskrba,Radovljica,2018,11,Gorenjska
Samooskrba,Bled,2018,9.12,Gorenjska
Samooskrba,Preddvor,2018,4,Gorenjska
Samooskrba,Begunje na Gorenjskem,2018,11,Gorenjska
Samooskrba,Preddvor,2018,8.13,Gorenjska
Samooskrba,Kranj,2018,10,Gorenjska
Samooskrba,Škofja Loka,2018,11,Gorenjska
Samooskrba,Podnart,2018,5.1,Gorenjska
Samooskrba,Radovljica,2018,10,Gorenjska
Samooskrba,Lesce,2018,11,Gorenjska
Samooskrba,Radovljica,2018,11,Gorenjska
Samooskrba,Kamna Gorica,2018,10,Gorenjska
Samooskrba,Lesce,2018,11,Gorenjska
Samooskrba,Blejska Dobrava,2018,9,Gorenjska
Samooskrba,Lesce,2018,7.98,Gorenjska
Samooskrba,Kranj,2018,7,Gorenjska
Samooskrba,Brezje,2018,11,Gorenjska
Samooskrba,Žirovnica,2018,8,Gorenjska
Samooskrba,Žirovnica,2018,11,Gorenjska
Samooskrba,Žirovnica,2018,3.5,Gorenjska
Samooskrba,Žirovnica,2018,11,Gorenjska
Samooskrba,Srednja vas v Bohinju,2018,11,Gorenjska
Samooskrba,Bohinjska Bistrica,2018,4,Gorenjska
Samooskrba,Bohinjska Bela,2018,11,Gorenjska
Samooskrba,Bled,2018,11,Gorenjska
Samooskrba,Bled,2018,3.2,Gorenjska
Samooskrba,Bled,2018,10,Gorenjska
Samooskrba,Kranjska Gora,2018,10,Gorenjska
Samooskrba,Kranjska Gora,2018,9.9,Gorenjska
Samooskrba,Lesce,2018,10,Gorenjska
Samooskrba,Kranj,2018,10.8,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,10.2,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,7,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,10,Gorenjska
Samooskrba,Žiri,2018,7,Gorenjska
Samooskrba,Sovodenj,2018,10,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,10,Gorenjska
Samooskrba,Poljane nad Škofjo Loko,2018,10,Gorenjska
Samooskrba,Žirovnica,2018,11,Gorenjska
Samooskrba,Golnik,2018,6.35,Gorenjska
Samooskrba,Golnik,2018,11,Gorenjska
Samooskrba,Visoko,2018,9,Gorenjska
Samooskrba,Tržič,2018,11,Gorenjska
Samooskrba,Šenčur,2018,11,Gorenjska
Samooskrba,Preddvor,2018,10.83,Gorenjska
Samooskrba,Hrušica,2018,11,Gorenjska
Samooskrba,Žabnica,2018,10.8,Gorenjska
Samooskrba,Kranj,2018,11,Gorenjska
Samooskrba,Hrušica,2018,6,Gorenjska
Samooskrba,Golnik,2018,10,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,9,Gorenjska
Samooskrba,Železniki,2018,11,Gorenjska
Samooskrba,Jesenice,2018,11,Gorenjska
Samooskrba,Radovljica,2018,6.9,Gorenjska
Samooskrba,Škofja Loka,2018,10.8,Gorenjska
Samooskrba,Tržič,2018,11,Gorenjska
Samooskrba,Kranj,2018,9,Gorenjska
Samooskrba,Naklo,2018,11,Gorenjska
Samooskrba,Škofja Loka,2018,10.83,Gorenjska
Samooskrba,Šenčur,2018,7.98,Gorenjska
Samooskrba,Preddvor,2018,10.52,Gorenjska
Samooskrba,Škofja Loka,2018,11,Gorenjska
Samooskrba,Škofja Loka,2018,11,Gorenjska
Samooskrba,Žabnica,2018,11,Gorenjska
Samooskrba,Žabnica,2018,9.5,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,10,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,10.83,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,11,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,11,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,11,Gorenjska
Samooskrba,Cerklje na Gorenjskem,2018,7.15,Gorenjska
Samooskrba,Preddvor,2018,10,Gorenjska
Samooskrba,Preddvor,2018,11,Gorenjska
Samooskrba,Kranjska Gora,2018,10.8,Gorenjska
Samooskrba,Preddvor,2018,8.1,Gorenjska
Samooskrba,Škofja Loka,2018,6.75,Gorenjska
Samooskrba,Visoko,2018,11,Gorenjska
Samooskrba,Kranj,2018,11,Gorenjska
Samooskrba,Kranj,2018,10.8,Gorenjska
Samooskrba,Kranj,2018,11,Gorenjska
Samooskrba,Kranj,2018,11,Gorenjska
Samooskrba,Kranj,2018,11,Gorenjska
Samooskrba,Kranj,2018,10,Gorenjska
Samooskrba,Mavčiče,2018,11,Gorenjska
Samooskrba,Kranj,2018,10.83,Gorenjska
Samooskrba,Šenčur,2018,11,Gorenjska
Samooskrba,Šenčur,2018,11,Gorenjska
Samooskrba,Kranj,2018,11,Gorenjska
Samooskrba,Gorenja vas,2018,10,Gorenjska
Samooskrba,Preddvor,2018,11,Gorenjska
Samooskrba,Tržič,2018,10.83,Gorenjska
Samooskrba,Golnik,2018,10.83,Gorenjska
Samooskrba,Hrušica,2018,8,Gorenjska
Samooskrba,Škofja Loka,2018,11,Gorenjska
Samooskrba,Škofja Loka,2018,11,Gorenjska
Samooskrba,Križe,2018,9,Gorenjska
Samooskrba,Tržič,2018,6,Gorenjska
Samooskrba,Naklo,2018,11,Gorenjska
Samooskrba,Tržič,2018,5.42,Gorenjska
Samooskrba,Tržič,2018,8,Gorenjska
Samooskrba,Golnik,2018,11,Gorenjska
Samooskrba,Golnik,2018,11,Gorenjska
Samooskrba,Duplje,2018,10.26,Gorenjska
Samooskrba,Podnart,2018,10.5,Gorenjska
Samooskrba,Škofja Loka,2018,5,Gorenjska
Samooskrba,Zgornja Besnica,2018,10.8,Gorenjska
Samooskrba,Jesenice,2018,10,Gorenjska
Samooskrba,Škofja Loka,2018,10.83,Gorenjska
Samooskrba,Škofja Loka,2018,10.83,Gorenjska
Samooskrba,Selca,2018,10.83,Gorenjska
Samooskrba,Železniki,2018,9,Gorenjska
Samooskrba,Tržič,2018,10.4,Gorenjska
Samooskrba,Železniki,2018,11,Gorenjska
Samooskrba,Tržič,2018,7.8,Gorenjska
Samooskrba,Zgornja Besnica,2018,8.1,Gorenjska
Samooskrba,Zgornja Besnica,2018,11,Gorenjska
Samooskrba,Naklo,2018,11,Gorenjska
Samooskrba,Naklo,2018,5.13,Gorenjska
Samooskrba,Tržič,2018,11,Gorenjska
Samooskrba,Škofja Loka,2018,11,Gorenjska
Samooskrba,Železniki,2018,11,Gorenjska
Samooskrba,Cerkno,2016,8.29,Goriska
Samooskrba,Grgar,2016,3.7,Goriska
Samooskrba,Kojsko,2016,11,Goriska
Samooskrba,Spodnja Idrija,2016,4,Goriska
Samooskrba,Tolmin,2016,10.92,Goriska
Samooskrba,Spodnja Idrija,2016,11,Goriska
Samooskrba,Ajdovščina,2016,5,Goriska
Samooskrba,Kanal,2016,3.7,Goriska
Samooskrba,Tolmin,2017,10,Goriska
Samooskrba,Tolmin,2017,10,Goriska
Samooskrba,Kanal,2017,10,Goriska
Samooskrba,Dobrovo v Brdih,2017,10,Goriska
Samooskrba,Tolmin,2017,10,Goriska
Samooskrba,Nova Gorica,2017,10,Goriska
Samooskrba,Ajdovščina,2017,9,Goriska
Samooskrba,Bovec,2017,7,Goriska
Samooskrba,Kojsko,2017,10,Goriska
Samooskrba,Ajdovščina,2017,10,Goriska
Samooskrba,Nova Gorica,2017,10,Goriska
Samooskrba,Spodnja Idrija,2017,11,Goriska
Samooskrba,Vipava,2017,9,Goriska
Samooskrba,Kobarid,2017,6,Goriska
Samooskrba,Cerkno,2017,6.48,Goriska
Samooskrba,Vipava,2017,10,Goriska
Samooskrba,Nova Gorica,2017,10.26,Goriska
Samooskrba,Cerkno,2017,3.5,Goriska
Samooskrba,Šempeter pri Gorici,2017,10,Goriska
Samooskrba,Ajdovščina,2017,9,Goriska
Samooskrba,Tolmin,2017,10,Goriska
Samooskrba,Šempeter pri Gorici,2017,10,Goriska
Samooskrba,Šempeter pri Gorici,2017,10,Goriska
Samooskrba,Bovec,2017,10,Goriska
Samooskrba,Vipava,2017,10,Goriska
Samooskrba,Solkan,2017,5.8,Goriska
Samooskrba,Šempeter pri Gorici,2018,10,Goriska
Samooskrba,Branik,2018,10,Goriska
Samooskrba,Šempeter pri Gorici,2018,10.8,Goriska
Samooskrba,Col,2018,8,Goriska
Samooskrba,Vipava,2018,10,Goriska
Samooskrba,Tolmin,2018,10,Goriska
Samooskrba,Volčja Draga,2018,3,Goriska
Samooskrba,Kobarid,2018,8.1,Goriska
Samooskrba,Nova Gorica,2018,10,Goriska
Samooskrba,Šempeter pri Gorici,2018,10,Goriska
Samooskrba,Ajdovščina,2018,10,Goriska
Samooskrba,Kobarid,2018,7,Goriska
Samooskrba,Ajdovščina,2018,10,Goriska
Samooskrba,Slap ob Idrijci,2018,10,Goriska
Samooskrba,Nova Gorica,2018,10.8,Goriska
Samooskrba,Šempeter pri Gorici,2018,11,Goriska
Samooskrba,Branik,2018,8.58,Goriska
Samooskrba,Slap ob Idrijci,2018,9.88,Goriska
Samooskrba,Šempeter pri Gorici,2018,10,Goriska
Samooskrba,Dobrovo v Brdih,2018,11,Goriska
Samooskrba,Nova Gorica,2018,10,Goriska
Samooskrba,Dobravlje,2018,10,Goriska
Samooskrba,Šempeter pri Gorici,2018,10,Goriska
Samooskrba,Kojsko,2018,7,Goriska
Samooskrba,Podnanos,2018,10,Goriska
Samooskrba,Idrija,2018,11,Goriska
Samooskrba,Vipava,2018,10,Goriska
Samooskrba,Kobarid,2018,10,Goriska
Samooskrba,Nova Gorica,2018,7,Goriska
Samooskrba,Nova Gorica,2018,9,Goriska
Samooskrba,Dobrovo v Brdih,2018,7,Goriska
Samooskrba,Trnovo pri Gorici,2018,7,Goriska
Samooskrba,Kobarid,2018,7,Goriska
Samooskrba,Tolmin,2018,10,Goriska
Samooskrba,Nova Gorica,2018,10,Goriska
Samooskrba,Tolmin,2018,7,Goriska
Samooskrba,Kobarid,2018,10,Goriska
Samooskrba,Nova Gorica,2018,10,Goriska
Samooskrba,Slap ob Idrijci,2018,9,Goriska
Samooskrba,Spodnja Idrija,2018,6,Goriska
Samooskrba,Renče,2018,10,Goriska
Samooskrba,Šempas,2018,10,Goriska
Samooskrba,Cerkno,2018,7,Goriska
Samooskrba,Grgar,2018,10,Goriska
Samooskrba,Vipava,2018,10,Goriska
Samooskrba,Nova Gorica,2018,10,Goriska
Samooskrba,Miren,2018,10,Goriska
Samooskrba,Čepovan,2018,10,Goriska
Samooskrba,Kobarid,2018,7.8,Goriska
Samooskrba,Ivančna Gorica,2016,7.2,OsrednjaSlovenija
Samooskrba,Ljubljana,2016,8.58,OsrednjaSlovenija
Samooskrba,Ljubljana,2016,10,OsrednjaSlovenija
Samooskrba,Škofljica,2016,10,OsrednjaSlovenija
Samooskrba,Radeče,2016,10,OsrednjaSlovenija
Samooskrba,Brezovica pri Ljubljani,2016,10,OsrednjaSlovenija
Samooskrba,Medvode,2016,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2016,10,OsrednjaSlovenija
Samooskrba,Ivančna Gorica,2016,4.64,OsrednjaSlovenija
Samooskrba,Domžale,2016,3,OsrednjaSlovenija
Samooskrba,Škofljica,2016,7.2,OsrednjaSlovenija
Samooskrba,Ljubljana,2016,8,OsrednjaSlovenija
Samooskrba,Medvode,2016,6.5,OsrednjaSlovenija
Samooskrba,Krka,2016,9,OsrednjaSlovenija
Samooskrba,Ljubljana Šmartno,2016,8,OsrednjaSlovenija
Samooskrba,Ribnica,2016,10,OsrednjaSlovenija
Samooskrba,Videm Dobrepolje,2016,9,OsrednjaSlovenija
Samooskrba,Rob,2016,11,OsrednjaSlovenija
Samooskrba,Ljubljana,2016,7,OsrednjaSlovenija
Samooskrba,Vodice,2016,7.25,OsrednjaSlovenija
Samooskrba,Grosuplje,2016,10,OsrednjaSlovenija
Samooskrba,Kresnice,2016,10,OsrednjaSlovenija
Samooskrba,Ribnica,2016,8,OsrednjaSlovenija
Samooskrba,Trzin,2016,10,OsrednjaSlovenija
Samooskrba,Grosuplje,2017,3.5,OsrednjaSlovenija
Samooskrba,Šmartno pri Litiji,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,9,OsrednjaSlovenija
Samooskrba,Videm - Dobrepolje,2017,10,OsrednjaSlovenija
Samooskrba,Litija,2017,5,OsrednjaSlovenija
Samooskrba,Ljubljana - Šmartno,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana - Šmartno,2017,7,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Kočevje,2017,10,OsrednjaSlovenija
Samooskrba,Trbovlje,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,8,OsrednjaSlovenija
Samooskrba,Litija,2017,9,OsrednjaSlovenija
Samooskrba,Vodice,2017,7,OsrednjaSlovenija
Samooskrba,Škofljica,2017,10,OsrednjaSlovenija
Samooskrba,Dobrova,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Lukovica,2017,10,OsrednjaSlovenija
Samooskrba,Stara Cerkev,2017,7,OsrednjaSlovenija
Samooskrba,Radomlje,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,8.75,OsrednjaSlovenija
Samooskrba,Škofljica,2017,7,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,7,OsrednjaSlovenija
Samooskrba,Sodražica,2017,7.83,OsrednjaSlovenija
Samooskrba,Kočevje,2017,10.8,OsrednjaSlovenija
Samooskrba,Izlake,2017,10,OsrednjaSlovenija
Samooskrba,Vodice,2017,10,OsrednjaSlovenija
Samooskrba,Ribnica,2017,10,OsrednjaSlovenija
Samooskrba,Ig,2017,10,OsrednjaSlovenija
Samooskrba,Logatec,2017,4.28,OsrednjaSlovenija
Samooskrba,Domžale,2017,8,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10.73,OsrednjaSlovenija
Samooskrba,Ljubljana - Šentvid,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Šentvid pri Stični,2017,9,OsrednjaSlovenija
Samooskrba,Višnja Gora,2017,8,OsrednjaSlovenija
Samooskrba,Litija,2017,10,OsrednjaSlovenija
Samooskrba,Kamnik,2017,10,OsrednjaSlovenija
Samooskrba,Komenda,2017,8,OsrednjaSlovenija
Samooskrba,Ljubljana - Šmartno,2017,8.55,OsrednjaSlovenija
Samooskrba,Komenda,2017,10,OsrednjaSlovenija
Samooskrba,Kamnik,2017,5,OsrednjaSlovenija
Samooskrba,Stahovica,2017,10,OsrednjaSlovenija
Samooskrba,Cerknica,2017,10,OsrednjaSlovenija
Samooskrba,Rakek,2017,10.83,OsrednjaSlovenija
Samooskrba,Vrhnika,2017,10,OsrednjaSlovenija
Samooskrba,Komenda,2017,8,OsrednjaSlovenija
Samooskrba,Škofljica,2017,10,OsrednjaSlovenija
Samooskrba,Grahovo,2017,10,OsrednjaSlovenija
Samooskrba,Notranje Gorice,2017,10,OsrednjaSlovenija
Samooskrba,Trzin,2017,7.02,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,8,OsrednjaSlovenija
Samooskrba,Gabrovka,2017,3.6,OsrednjaSlovenija
Samooskrba,Litija,2017,10,OsrednjaSlovenija
Samooskrba,Grosuplje,2017,10,OsrednjaSlovenija
Samooskrba,Zidani Most,2017,10,OsrednjaSlovenija
Samooskrba,Domžale,2017,11,OsrednjaSlovenija
Samooskrba,Škofljica,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Grahovo,2017,8,OsrednjaSlovenija
Samooskrba,Dol pri Ljubljani,2017,10.83,OsrednjaSlovenija
Samooskrba,Kamnik,2017,10.92,OsrednjaSlovenija
Samooskrba,Dolenja vas,2017,8,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Velike Lašče,2017,10,OsrednjaSlovenija
Samooskrba,Trzin,2017,10,OsrednjaSlovenija
Samooskrba,Logatec,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,7,OsrednjaSlovenija
Samooskrba,Medvode,2017,7.13,OsrednjaSlovenija
Samooskrba,Brezovica pri Ljubljani,2017,10,OsrednjaSlovenija
Samooskrba,Ig,2017,10,OsrednjaSlovenija
Samooskrba,Rakek,2017,10,OsrednjaSlovenija
Samooskrba,Brezovica pri Ljubljani,2017,7,OsrednjaSlovenija
Samooskrba,Kresnice,2017,10,OsrednjaSlovenija
Samooskrba,Ribnica,2017,9,OsrednjaSlovenija
Samooskrba,Ribnica,2017,10,OsrednjaSlovenija
Samooskrba,Velike Lašče,2017,10,OsrednjaSlovenija
Samooskrba,Radomlje,2017,10,OsrednjaSlovenija
Samooskrba,Turjak,2017,9,OsrednjaSlovenija
Samooskrba,Škofljica,2017,10,OsrednjaSlovenija
Samooskrba,Turjak,2017,9,OsrednjaSlovenija
Samooskrba,Ljubljana - Šmartno,2017,9,OsrednjaSlovenija
Samooskrba,Moravče,2017,10,OsrednjaSlovenija
Samooskrba,Logatec,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana - Črnuče,2017,10,OsrednjaSlovenija
Samooskrba,Lukovica,2017,10,OsrednjaSlovenija
Samooskrba,Ivančna Gorica,2017,10,OsrednjaSlovenija
Samooskrba,Vodice,2017,10,OsrednjaSlovenija
Samooskrba,Komenda,2017,7,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,7,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Vrhnika,2017,8,OsrednjaSlovenija
Samooskrba,#N/A,2017,10,OsrednjaSlovenija
Samooskrba,Smlednik,2017,5.99,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,11,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,7.5,OsrednjaSlovenija
Samooskrba,Medvode,2017,8,OsrednjaSlovenija
Samooskrba,Smlednik,2017,8.32,OsrednjaSlovenija
Samooskrba,Smlednik,2017,8.32,OsrednjaSlovenija
Samooskrba,Ljubljana - Šmartno,2017,11,OsrednjaSlovenija
Samooskrba,Šentvid pri Stični,2017,7,OsrednjaSlovenija
Samooskrba,Medvode,2017,8.4,OsrednjaSlovenija
Samooskrba,Kamnik,2017,10,OsrednjaSlovenija
Samooskrba,Ribnica,2017,8,OsrednjaSlovenija
Samooskrba,Medvode,2017,9,OsrednjaSlovenija
Samooskrba,Grosuplje,2017,10,OsrednjaSlovenija
Samooskrba,Medvode,2017,6,OsrednjaSlovenija
Samooskrba,Logatec,2017,3.6,OsrednjaSlovenija
Samooskrba,Borovnica,2017,5,OsrednjaSlovenija
Samooskrba,Grosuplje,2017,10,OsrednjaSlovenija
Samooskrba,Radeče,2017,10,OsrednjaSlovenija
Samooskrba,Mengeš,2017,11,OsrednjaSlovenija
Samooskrba,Ivančna Gorica,2017,10,OsrednjaSlovenija
Samooskrba,Logatec,2017,7.69,OsrednjaSlovenija
Samooskrba,Notranje Gorice,2017,8,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,9,OsrednjaSlovenija
Samooskrba,Medvode,2017,11,OsrednjaSlovenija
Samooskrba,Logatec,2017,9.55,OsrednjaSlovenija
Samooskrba,Medvode,2017,11,OsrednjaSlovenija
Samooskrba,Smlednik,2017,11,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,7.25,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,9.6,OsrednjaSlovenija
Samooskrba,Izlake,2017,10,OsrednjaSlovenija
Samooskrba,Mengeš,2017,10,OsrednjaSlovenija
Samooskrba,Moravče,2017,4.35,OsrednjaSlovenija
Samooskrba,Šmartno pri Litiji,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana - Polje,2017,4.93,OsrednjaSlovenija
Samooskrba,Kočevje,2017,10,OsrednjaSlovenija
Samooskrba,Logatec,2017,10,OsrednjaSlovenija
Samooskrba,Medvode,2017,11,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,5,OsrednjaSlovenija
Samooskrba,Radeče,2017,10,OsrednjaSlovenija
Samooskrba,Komenda,2017,10,OsrednjaSlovenija
Samooskrba,Šmartno pri Litiji,2017,7,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana - Šmartno,2017,8,OsrednjaSlovenija
Samooskrba,Radeče,2017,5,OsrednjaSlovenija
Samooskrba,Borovnica,2017,10.15,OsrednjaSlovenija
Samooskrba,Dolenja vas,2017,10,OsrednjaSlovenija
Samooskrba,Radeče,2017,10,OsrednjaSlovenija
Samooskrba,Podkum,2017,8.67,OsrednjaSlovenija
Samooskrba,Domžale,2017,10,OsrednjaSlovenija
Samooskrba,Vrhnika,2017,7,OsrednjaSlovenija
Samooskrba,Preserje,2017,10,OsrednjaSlovenija
Samooskrba,Logatec,2017,10,OsrednjaSlovenija
Samooskrba,Ortnek,2017,9,OsrednjaSlovenija
Samooskrba,Domžale,2017,10,OsrednjaSlovenija
Samooskrba,Grosuplje,2017,10,OsrednjaSlovenija
Samooskrba,Ig,2017,10,OsrednjaSlovenija
Samooskrba,Dobrova,2017,5,OsrednjaSlovenija
Samooskrba,Polhov Gradec,2017,10,OsrednjaSlovenija
Samooskrba,Preserje,2017,8,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,5,OsrednjaSlovenija
Samooskrba,Rakek,2017,10,OsrednjaSlovenija
Samooskrba,Domžale,2017,7,OsrednjaSlovenija
Samooskrba,Škofljica,2017,10,OsrednjaSlovenija
Samooskrba,Ortnek,2017,10,OsrednjaSlovenija
Samooskrba,Šmartno pri Litiji,2017,10,OsrednjaSlovenija
Samooskrba,Medvode,2017,10.6,OsrednjaSlovenija
Samooskrba,Log pri Brezovici,2017,10,OsrednjaSlovenija
Samooskrba,Logatec,2017,10,OsrednjaSlovenija
Samooskrba,Šmartno pri Litiji,2017,9,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Stari trg pri Ložu,2017,7,OsrednjaSlovenija
Samooskrba,Ortnek,2017,9,OsrednjaSlovenija
Samooskrba,Osilnica,2017,4,OsrednjaSlovenija
Samooskrba,Dol pri Ljubljani,2017,9,OsrednjaSlovenija
Samooskrba,Ribnica,2017,11,OsrednjaSlovenija
Samooskrba,Grosuplje,2017,10,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,11,OsrednjaSlovenija
Samooskrba,Radomlje,2017,10.83,OsrednjaSlovenija
Samooskrba,Moravče,2017,10,OsrednjaSlovenija
Samooskrba,Škofljica,2017,10,OsrednjaSlovenija
Samooskrba,Kresnice,2017,10,OsrednjaSlovenija
Samooskrba,Ig,2017,11,OsrednjaSlovenija
Samooskrba,Cerknica,2017,10,OsrednjaSlovenija
Samooskrba,Škofljica,2017,10,OsrednjaSlovenija
Samooskrba,Loški Potok,2017,7,OsrednjaSlovenija
Samooskrba,Loški Potok,2017,7,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,3.4,OsrednjaSlovenija
Samooskrba,Komenda,2017,10,OsrednjaSlovenija
Samooskrba,Kočevska Reka,2017,10,OsrednjaSlovenija
Samooskrba,Dol pri Ljubljani,2017,7,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,5.57,OsrednjaSlovenija
Samooskrba,Šentvid pri Stični,2017,9,OsrednjaSlovenija
Samooskrba,Ljubljana,2017,10,OsrednjaSlovenija
Samooskrba,Šmartno pri Litiji,2017,10,OsrednjaSlovenija
Samooskrba,Videm - Dobrepolje,2017,10,OsrednjaSlovenija
Samooskrba,Medvode,2018,6.3,OsrednjaSlovenija
Samooskrba,Rakek,2018,10,OsrednjaSlovenija
Samooskrba,Medvode,2018,11,OsrednjaSlovenija
Samooskrba,Medvode,2018,11,OsrednjaSlovenija
Samooskrba,Ljubljana,2018,10,OsrednjaSlovenija
Samooskrba,Cerknica,2018,10,OsrednjaSlovenija
Samooskrba,Medvode,2018,11,OsrednjaSlovenija
Samooskrba,Domžale,2018,8,OsrednjaSlovenija
Samooskrba,Borovnica,2018,8,OsrednjaSlovenija
Samooskrba,Trzin,2018,10,OsrednjaSlovenija
Samooskrba,Logatec,2018,5,OsrednjaSlovenija
Samooskrba,Ribnica,2018,9,OsrednjaSlovenija
Samooskrba,Kamnik,2018,7,OsrednjaSlovenija
